Asset_ID,Asset_Type,Fuel_Type,Fuel_Consumed_Litres,Distance_Travelled_KM,Trip_Date,Location_Start,Location_End,Trip_Duration_Hours,Maintenance_Flag,Fuel_Cost_Per_Litre,Driver_ID,Weather_Condition,Asset_Age_Years,Speed_KMPH,Trip_Status,Remarks,Total_Trip_Cost
A-08816,Tugboat,Diesel,592.6,345.63,2024-06-17,Dubai Port,Ras Laffan,66.4,No,1.92,D-744,Stormy,11,108.26,Cancelled,Listen available pull wait.,1137.79
A-08817,Truck,Jet Fuel,640.41,901.84,2023-08-05,Ras Laffan,Dubai Port,18.13,Yes,1.31,D-245,Stormy,13,73.39,Delayed,Near morning capital loss rest back common.,838.94
A-08818,Helicopter,Petrol,3922.35,1550.65,2024-06-06,Abu Dhabi Rig,Abu Dhabi Rig,11.92,No,0.95,D-948,Rainy,10,78.44,Completed,Stage American agent professor clear environment chance success.,3726.23
A-08819,Tugboat,Jet Fuel,4418.85,852.47,2023-11-26,Abu Dhabi Rig,Muscat Dock,24.94,No,1.26,D-106,Stormy,1,35.13,Completed,Along husband over indicate.,5567.75
A-08820,Supply Ship,Jet Fuel,4642.93,625.97,2025-01-08,Abu Dhabi Rig,Muscat Dock,61.49,No,0.69,D-632,Sunny,9,100.4,Completed,Summer couple easy war today many source.,3203.62
A-08821,Tugboat,Jet Fuel,4284.34,1982.52,2023-09-16,Doha Bay,Ras Laffan,61.17,No,1.52,D-748,Sunny,14,73.15,Completed,Sign ahead former future.,6512.2
A-08822,Helicopter,Diesel,4168.1,1871.92,2023-08-25,Doha Bay,Muscat Dock,27.22,No,0.99,D-183,Stormy,5,28.85,Completed,Less may relationship together drop more.,4126.42
A-08823,Supply Ship,Petrol,437.3,1883.71,2025-02-02,Muscat Dock,Doha Bay,58.5,Yes,1.92,D-276,Sunny,3,90.09,Delayed,Condition reality opportunity ten.,839.62
A-08824,Helicopter,Diesel,3971.61,272.03,2024-04-01,Muscat Dock,Ras Laffan,6.52,No,1.49,D-663,Windy,2,68.89,Completed,Term indicate long response there.,5917.7
A-08825,Truck,Petrol,3938.09,476.17,2024-01-25,Muscat Dock,Abu Dhabi Rig,1.54,No,1.21,D-735,Rainy,3,53.47,Delayed,Know morning agent certainly weight right interest.,4765.09
A-08826,Supply Ship,Petrol,743.32,889.71,2024-08-21,Abu Dhabi Rig,Muscat Dock,62.4,No,0.85,D-577,Stormy,1,112.16,Delayed,Behavior according foreign fight full.,631.82
A-08827,Helicopter,Diesel,3343.85,1665.94,2023-09-20,Abu Dhabi Rig,Muscat Dock,63.06,No,0.64,D-179,Windy,6,102.13,Completed,Item imagine sit area young recent soldier.,2140.06
A-08828,Supply Ship,Diesel,2317.29,1476.29,2025-06-24,Abu Dhabi Rig,Ras Laffan,11.18,No,0.78,D-440,Stormy,7,24.28,Cancelled,Ago might about option TV appear.,1807.49
A-08829,Helicopter,Petrol,4510.07,1700.84,2023-08-30,Dubai Port,Muscat Dock,22.14,No,1.36,D-312,Stormy,11,89.86,Cancelled,Unit down focus inside necessary since million.,6133.7
A-08830,Supply Ship,Petrol,3507.5,1842.32,2025-03-20,Dubai Port,Muscat Dock,61.39,Yes,1.28,D-418,Stormy,10,37.21,Completed,Son while left leg every.,4489.6
A-08831,Helicopter,Petrol,4759.84,1563.73,2024-08-09,Abu Dhabi Rig,Abu Dhabi Rig,6.95,No,0.51,D-892,Windy,7,21.67,Cancelled,Challenge reflect question response guy trade ahead.,2427.52
A-08832,Truck,Jet Fuel,614.12,530.92,2025-06-14,Ras Laffan,Abu Dhabi Rig,62.28,No,1.62,D-866,Sunny,2,41.86,Cancelled,Chair measure writer use pass.,994.87
A-08833,Supply Ship,Petrol,298.98,578.04,2024-01-13,Muscat Dock,Ras Laffan,41.8,Yes,0.56,D-480,Windy,3,24.78,Delayed,Huge church manage help shoulder yet.,167.43
A-08834,Supply Ship,Diesel,4870.54,711.45,2023-08-27,Doha Bay,Muscat Dock,47.67,No,0.62,D-282,Windy,4,83.82,Completed,Throughout strategy language go country action letter.,3019.73
A-08835,Supply Ship,Diesel,492.94,613.12,2023-12-19,Muscat Dock,Dubai Port,43.23,Yes,1.57,D-812,Windy,10,95.75,Completed,Source lead lot party.,773.92
A-08836,Supply Ship,Diesel,1992.36,505.71,2025-05-09,Ras Laffan,Ras Laffan,42.36,No,1.47,D-239,Rainy,7,37.81,Delayed,Management their upon large reduce condition.,2928.77
A-08837,Truck,Petrol,3284.86,1507.45,2023-11-10,Dubai Port,Abu Dhabi Rig,14.14,Yes,0.82,D-233,Stormy,10,40.94,Completed,Hundred sure nearly despite part special hour.,2693.59
A-08838,Supply Ship,Petrol,4412.28,77.64,2023-10-31,Abu Dhabi Rig,Dubai Port,17.76,Yes,1.49,D-137,Rainy,12,33.41,Delayed,Great strong as too teacher large physical.,6574.3
A-08839,Tugboat,Jet Fuel,1347.43,1459.5,2025-06-17,Dubai Port,Muscat Dock,42.18,No,0.53,D-390,Sunny,8,76.24,Cancelled,Suggest class industry design.,714.14
A-08840,Truck,Jet Fuel,242.39,1648.89,2025-06-23,Dubai Port,Ras Laffan,29.5,No,0.92,D-378,Sunny,9,68.93,Cancelled,Enter discussion space see.,223.0
A-08841,Tugboat,Diesel,2654.31,141.43,2025-03-25,Ras Laffan,Ras Laffan,39.43,Yes,1.64,D-167,Sunny,14,20.62,Delayed,Thousand pressure memory down good.,4353.07
A-08842,Supply Ship,Jet Fuel,2408.45,133.08,2024-06-29,Dubai Port,Abu Dhabi Rig,18.99,No,1.21,D-414,Sunny,6,56.96,Completed,Before along in.,2914.22
A-08843,Helicopter,Jet Fuel,1603.78,578.07,2023-08-19,Dubai Port,Doha Bay,33.93,Yes,1.78,D-675,Windy,7,28.8,Completed,Life change hour.,2854.73
A-08844,Tugboat,Diesel,4382.11,424.53,2025-06-28,Muscat Dock,Doha Bay,11.18,Yes,0.72,D-391,Rainy,8,77.9,Cancelled,Exist tough floor take learn culture professor your.,3155.12
A-08845,Supply Ship,Petrol,3771.68,1166.46,2024-06-21,Muscat Dock,Doha Bay,3.73,No,1.79,D-543,Rainy,7,67.38,Completed,Respond oil these relationship.,6751.31
A-08846,Tugboat,Jet Fuel,4304.77,1354.15,2024-05-13,Ras Laffan,Ras Laffan,68.53,No,1.23,D-576,Sunny,13,65.89,Delayed,Hour industry catch performance edge.,5294.87
A-08847,Supply Ship,Petrol,892.86,1271.94,2023-08-20,Abu Dhabi Rig,Abu Dhabi Rig,52.34,No,0.65,D-513,Rainy,13,93.51,Completed,None floor father step wish hot.,580.36
A-08848,Supply Ship,Diesel,3492.82,721.12,2024-07-10,Muscat Dock,Abu Dhabi Rig,36.36,No,0.57,D-116,Rainy,7,65.94,Delayed,Answer enough up per.,1990.91
A-08849,Supply Ship,Diesel,4878.0,1001.81,2024-09-27,Dubai Port,Doha Bay,40.12,No,0.5,D-987,Rainy,13,68.62,Cancelled,To boy painting system.,2439.0
A-08850,Helicopter,Jet Fuel,3098.38,1283.58,2025-05-19,Doha Bay,Dubai Port,37.29,No,1.46,D-247,Rainy,13,83.26,Completed,Process right personal.,4523.63
A-08851,Tugboat,Diesel,939.69,247.66,2025-05-06,Muscat Dock,Doha Bay,64.82,Yes,0.83,D-594,Rainy,9,50.14,Cancelled,Garden plan ok issue bed part single task.,779.94
A-08852,Truck,Diesel,4979.32,466.73,2023-10-07,Doha Bay,Ras Laffan,55.93,Yes,0.72,D-801,Windy,12,113.74,Cancelled,Effect opportunity himself.,3585.11
A-08853,Truck,Diesel,2688.79,1782.09,2025-02-07,Abu Dhabi Rig,Dubai Port,24.09,Yes,1.4,D-230,Windy,10,48.15,Completed,Performance avoid book training drop.,3764.31
A-08854,Truck,Jet Fuel,4216.29,691.23,2023-12-06,Dubai Port,Abu Dhabi Rig,16.49,Yes,1.11,D-668,Rainy,6,111.38,Cancelled,Could number become data year.,4680.08
A-08855,Truck,Jet Fuel,831.87,1604.3,2024-02-29,Muscat Dock,Muscat Dock,5.72,No,1.17,D-145,Rainy,1,101.37,Cancelled,Debate door happy teacher.,973.29
A-08856,Supply Ship,Jet Fuel,3363.87,509.47,2025-02-03,Abu Dhabi Rig,Dubai Port,11.49,Yes,0.7,D-874,Rainy,13,110.62,Delayed,From be learn price happy understand.,2354.71
A-08857,Tugboat,Diesel,4571.83,92.86,2024-03-29,Ras Laffan,Abu Dhabi Rig,35.79,No,0.88,D-723,Sunny,3,38.33,Cancelled,Manager first small type answer charge feel.,4023.21
A-08858,Tugboat,Petrol,2706.89,1005.8,2024-09-16,Abu Dhabi Rig,Dubai Port,15.38,No,0.65,D-195,Sunny,5,43.13,Completed,Range someone painting type.,1759.48
A-08859,Helicopter,Diesel,1514.43,1786.04,2024-11-21,Ras Laffan,Doha Bay,23.18,No,1.0,D-219,Rainy,9,104.78,Completed,Between page stop shake.,1514.43
A-08860,Tugboat,Jet Fuel,724.37,1640.38,2023-08-28,Ras Laffan,Dubai Port,10.47,Yes,0.96,D-638,Windy,1,115.72,Cancelled,Off specific nation simply determine after.,695.4
A-08861,Tugboat,Petrol,1550.13,513.35,2023-12-02,Muscat Dock,Dubai Port,66.52,No,1.67,D-298,Sunny,2,95.32,Delayed,People return conference prevent live nearly.,2588.72
A-08862,Tugboat,Petrol,1838.93,1820.77,2024-01-16,Doha Bay,Dubai Port,3.39,No,1.98,D-461,Stormy,3,83.8,Cancelled,Chair read particular place word.,3641.08
A-08863,Helicopter,Jet Fuel,3578.78,964.63,2024-03-08,Ras Laffan,Ras Laffan,25.98,No,2.0,D-303,Sunny,13,100.94,Cancelled,Success market throw if option option charge certain.,7157.56
A-08864,Truck,Petrol,975.24,107.51,2024-05-08,Dubai Port,Ras Laffan,19.33,No,1.08,D-648,Sunny,11,24.16,Cancelled,Human positive stay join.,1053.26
A-08865,Tugboat,Petrol,619.91,65.57,2024-02-15,Muscat Dock,Doha Bay,1.59,No,1.69,D-622,Stormy,12,105.43,Delayed,Area possible public positive.,1047.65
A-08866,Helicopter,Jet Fuel,1996.0,975.38,2024-09-04,Ras Laffan,Muscat Dock,66.93,No,0.92,D-648,Rainy,4,48.11,Delayed,Contain full world century argue stand task.,1836.32
A-08867,Helicopter,Petrol,2347.4,1097.18,2025-03-28,Muscat Dock,Ras Laffan,23.27,No,0.71,D-534,Sunny,6,25.67,Delayed,Project enter lead project.,1666.65
A-08868,Supply Ship,Petrol,3179.09,169.03,2023-10-17,Dubai Port,Muscat Dock,36.66,No,1.46,D-456,Sunny,7,88.16,Completed,Course well responsibility over collection.,4641.47
A-08869,Helicopter,Jet Fuel,3566.9,1845.26,2024-02-21,Muscat Dock,Ras Laffan,42.37,No,1.22,D-343,Rainy,7,95.28,Cancelled,Move level role check.,4351.62
A-08870,Truck,Petrol,4457.46,1439.25,2025-06-16,Muscat Dock,Abu Dhabi Rig,44.34,Yes,1.39,D-353,Sunny,2,82.72,Delayed,Short subject risk side.,6195.87
A-08871,Tugboat,Petrol,1515.87,1604.55,2024-11-02,Ras Laffan,Abu Dhabi Rig,33.68,No,1.05,D-605,Sunny,3,55.01,Completed,Appear message expect.,1591.66
A-08872,Helicopter,Petrol,2690.18,1172.21,2024-10-03,Abu Dhabi Rig,Dubai Port,43.16,No,0.95,D-161,Rainy,1,31.72,Cancelled,Customer investment head recently not green.,2555.67
A-08873,Truck,Petrol,1893.6,1330.45,2024-02-20,Muscat Dock,Muscat Dock,54.38,No,1.89,D-320,Sunny,13,96.9,Cancelled,Explain artist time collection pay.,3578.9
A-08874,Helicopter,Jet Fuel,106.97,781.84,2024-01-21,Ras Laffan,Dubai Port,68.6,No,1.83,D-680,Rainy,1,24.74,Delayed,Game where total ability five wide.,195.76
A-08875,Helicopter,Diesel,2939.22,1361.8,2023-11-26,Dubai Port,Dubai Port,47.65,Yes,0.69,D-539,Sunny,6,95.97,Delayed,Follow mention understand throw.,2028.06
A-08876,Helicopter,Diesel,4097.4,1956.58,2024-05-21,Dubai Port,Ras Laffan,33.82,Yes,1.48,D-516,Rainy,4,115.74,Delayed,Send enter wide education past.,6064.15
A-08877,Helicopter,Petrol,278.55,1298.95,2025-03-04,Abu Dhabi Rig,Ras Laffan,32.57,Yes,1.04,D-238,Stormy,11,119.68,Delayed,Real test vote you while property.,289.69
A-08878,Helicopter,Jet Fuel,117.11,689.85,2024-09-10,Dubai Port,Dubai Port,51.4,No,1.35,D-271,Sunny,10,59.63,Delayed,Top yeah later dream throw.,158.1
A-08879,Truck,Jet Fuel,3666.31,577.63,2024-05-02,Ras Laffan,Ras Laffan,45.52,No,0.81,D-842,Stormy,11,30.87,Completed,Better whose candidate account.,2969.71
A-08880,Tugboat,Petrol,3450.91,1927.06,2024-07-30,Abu Dhabi Rig,Abu Dhabi Rig,30.85,Yes,1.59,D-625,Windy,4,29.45,Completed,Big course since physical.,5486.95
A-08881,Tugboat,Diesel,2088.68,378.15,2025-04-30,Ras Laffan,Abu Dhabi Rig,24.85,No,0.96,D-518,Windy,9,69.15,Cancelled,Agree change morning clearly.,2005.13
A-08882,Tugboat,Petrol,3341.86,1614.33,2025-05-01,Abu Dhabi Rig,Muscat Dock,71.51,No,1.53,D-450,Stormy,8,99.18,Delayed,How check before campaign difficult.,5113.05
A-08883,Tugboat,Jet Fuel,4771.59,935.87,2024-09-14,Abu Dhabi Rig,Abu Dhabi Rig,55.44,Yes,0.71,D-906,Sunny,3,24.79,Cancelled,Involve avoid guess change bad only represent.,3387.83
A-08884,Truck,Jet Fuel,1314.53,893.08,2024-05-14,Ras Laffan,Dubai Port,15.68,No,0.7,D-525,Stormy,3,36.83,Delayed,Modern population education someone all total field.,920.17
A-08885,Supply Ship,Diesel,1305.04,1497.6,2024-04-20,Abu Dhabi Rig,Doha Bay,21.74,No,1.02,D-569,Stormy,8,78.86,Completed,Home imagine determine group age stop.,1331.14
A-08886,Supply Ship,Jet Fuel,1012.54,304.6,2023-08-05,Ras Laffan,Ras Laffan,64.45,No,2.0,D-681,Rainy,14,28.55,Cancelled,Color should capital head.,2025.08
A-08887,Truck,Jet Fuel,3647.54,937.93,2024-12-09,Dubai Port,Dubai Port,47.92,No,1.79,D-848,Stormy,13,107.84,Completed,Draw spend discuss thing week quickly door.,6529.1
A-08888,Truck,Jet Fuel,1830.63,81.31,2024-08-09,Dubai Port,Ras Laffan,23.06,No,1.43,D-583,Stormy,2,70.31,Cancelled,Increase lot expert turn move without hear fall.,2617.8
A-08889,Helicopter,Diesel,4944.6,1344.11,2024-05-25,Muscat Dock,Muscat Dock,26.86,No,0.96,D-299,Rainy,10,58.68,Delayed,When election begin gas soon whom.,4746.82
A-08890,Helicopter,Jet Fuel,3601.78,126.17,2025-01-25,Doha Bay,Dubai Port,27.9,No,0.75,D-477,Rainy,5,21.32,Cancelled,Bad beautiful show.,2701.34
A-08891,Helicopter,Petrol,1900.15,183.7,2024-12-23,Doha Bay,Dubai Port,14.23,No,1.62,D-186,Rainy,6,31.3,Cancelled,Century store impact career.,3078.24
A-08892,Tugboat,Diesel,831.01,1691.2,2024-04-11,Dubai Port,Dubai Port,37.29,No,0.81,D-346,Stormy,5,102.76,Cancelled,List with onto boy professor office.,673.12
A-08893,Helicopter,Petrol,3000.92,891.48,2023-08-20,Muscat Dock,Muscat Dock,55.36,Yes,1.12,D-235,Sunny,12,89.9,Cancelled,Sometimes order then life.,3361.03
A-08894,Supply Ship,Petrol,1545.03,409.94,2024-09-02,Doha Bay,Dubai Port,41.05,No,1.29,D-449,Windy,1,22.04,Completed,Carry expect pressure media.,1993.09
A-08895,Tugboat,Diesel,4536.99,1189.24,2023-10-25,Ras Laffan,Ras Laffan,47.57,No,0.64,D-527,Stormy,5,117.4,Completed,Authority personal ago.,2903.67
A-08896,Helicopter,Petrol,2262.88,1043.37,2024-09-14,Ras Laffan,Doha Bay,43.27,No,1.67,D-254,Sunny,12,55.33,Delayed,Possible by bank medical follow ten international.,3779.01
A-08897,Tugboat,Diesel,1533.98,827.71,2025-05-27,Abu Dhabi Rig,Dubai Port,5.18,Yes,1.91,D-135,Rainy,9,80.64,Cancelled,Talk better official nature attention.,2929.9
A-08898,Supply Ship,Petrol,2983.9,1811.78,2023-09-28,Doha Bay,Muscat Dock,14.35,Yes,0.72,D-171,Stormy,11,92.26,Completed,Leave issue population get already kind herself.,2148.41
A-08899,Helicopter,Diesel,771.18,1501.42,2023-10-16,Ras Laffan,Muscat Dock,25.87,Yes,1.8,D-310,Stormy,13,115.65,Delayed,Store decision political hit much onto.,1388.12
A-08900,Supply Ship,Jet Fuel,2851.59,311.67,2025-03-11,Doha Bay,Dubai Port,64.14,No,1.23,D-819,Stormy,10,109.04,Completed,No born method respond population particular.,3507.46
A-08901,Supply Ship,Jet Fuel,374.95,1145.84,2024-10-15,Abu Dhabi Rig,Muscat Dock,25.76,No,0.7,D-267,Rainy,2,79.74,Completed,Million court feel share.,262.46
A-08902,Supply Ship,Petrol,3073.75,186.6,2024-12-09,Dubai Port,Abu Dhabi Rig,24.23,No,1.41,D-586,Rainy,11,33.94,Completed,Off finally million throughout change explain food.,4333.99
A-08903,Helicopter,Jet Fuel,2697.8,496.86,2025-06-03,Muscat Dock,Muscat Dock,6.72,No,1.9,D-311,Windy,3,104.5,Delayed,Run power tonight senior.,5125.82
A-08904,Truck,Diesel,2651.75,1820.62,2025-01-21,Abu Dhabi Rig,Doha Bay,70.02,No,1.94,D-134,Rainy,6,101.68,Cancelled,As piece term.,5144.39
A-08905,Helicopter,Petrol,3452.41,929.54,2023-09-08,Abu Dhabi Rig,Abu Dhabi Rig,56.28,No,1.58,D-198,Rainy,3,83.91,Completed,Wear heart wait purpose at understand.,5454.81
A-08906,Supply Ship,Jet Fuel,317.84,1785.29,2025-02-04,Abu Dhabi Rig,Ras Laffan,55.38,No,1.24,D-183,Rainy,12,118.92,Cancelled,Anyone movie exist pass put build.,394.12
A-08907,Helicopter,Jet Fuel,2352.68,340.34,2024-09-13,Muscat Dock,Abu Dhabi Rig,28.24,No,0.78,D-784,Rainy,6,72.83,Cancelled,Adult especially house language fact.,1835.09
A-08908,Supply Ship,Petrol,2275.79,418.63,2024-03-08,Ras Laffan,Doha Bay,6.56,No,1.4,D-721,Sunny,7,41.37,Completed,Hand you resource put Democrat each.,3186.11
A-08909,Truck,Jet Fuel,2352.93,712.12,2023-10-29,Doha Bay,Abu Dhabi Rig,19.71,No,1.42,D-249,Sunny,3,45.38,Cancelled,Apply between again act.,3341.16
A-08910,Tugboat,Jet Fuel,4901.47,738.99,2025-04-02,Dubai Port,Dubai Port,61.56,No,0.67,D-117,Stormy,4,60.66,Cancelled,Writer hear notice point sing describe.,3283.98
A-08911,Truck,Petrol,782.46,1493.1,2025-07-26,Dubai Port,Muscat Dock,13.8,No,0.88,D-672,Sunny,13,62.27,Cancelled,Now understand couple research wife term.,688.56
A-08912,Truck,Jet Fuel,3483.11,1202.83,2025-05-21,Muscat Dock,Dubai Port,64.49,No,0.96,D-347,Rainy,13,103.12,Delayed,May financial table claim brother space rest.,3343.79
A-08913,Tugboat,Jet Fuel,2069.78,1110.97,2024-11-15,Dubai Port,Dubai Port,39.04,No,1.79,D-821,Rainy,12,108.69,Delayed,Form long fly top.,3704.91
A-08914,Helicopter,Jet Fuel,2607.46,1208.73,2023-12-30,Muscat Dock,Dubai Port,51.73,No,1.38,D-780,Windy,6,58.27,Completed,Resource assume develop base money.,3598.29
A-08915,Tugboat,Jet Fuel,3835.73,1467.06,2025-05-07,Muscat Dock,Abu Dhabi Rig,33.21,No,0.87,D-138,Rainy,1,114.53,Completed,Quickly half important trade bring view because they.,3337.09
A-08916,Helicopter,Petrol,871.14,1786.71,2024-12-25,Doha Bay,Ras Laffan,67.19,No,0.97,D-910,Rainy,1,112.81,Completed,Quite government example action natural.,845.01
A-08917,Helicopter,Diesel,3841.57,835.33,2024-04-25,Doha Bay,Muscat Dock,18.02,No,0.72,D-843,Stormy,5,61.06,Completed,National surface charge gun always worker center ever.,2765.93
A-08918,Supply Ship,Diesel,444.62,1607.82,2024-03-01,Muscat Dock,Abu Dhabi Rig,41.64,No,0.57,D-781,Rainy,8,106.81,Completed,Him bar speech only fly issue protect goal.,253.43
A-08919,Supply Ship,Jet Fuel,2468.22,995.24,2024-05-28,Doha Bay,Dubai Port,5.91,No,1.26,D-523,Stormy,13,31.28,Delayed,City national lose technology push.,3109.96
A-08920,Tugboat,Jet Fuel,3736.15,1446.94,2024-02-20,Ras Laffan,Doha Bay,35.11,No,0.55,D-454,Rainy,1,71.12,Completed,Benefit answer statement school mind office.,2054.88
A-08921,Truck,Diesel,1043.5,1750.9,2023-08-05,Abu Dhabi Rig,Doha Bay,70.06,No,1.99,D-412,Stormy,1,91.27,Completed,Six democratic ready part down.,2076.56
A-08922,Tugboat,Jet Fuel,3877.49,74.11,2023-08-21,Dubai Port,Dubai Port,7.26,No,1.66,D-493,Stormy,12,54.56,Completed,Go toward action indeed sort role.,6436.63
A-08923,Helicopter,Diesel,917.38,1097.79,2025-04-30,Dubai Port,Ras Laffan,36.98,No,1.67,D-335,Stormy,1,22.31,Delayed,Base society door rate product.,1532.02
A-08924,Supply Ship,Petrol,4016.27,1978.87,2024-06-07,Dubai Port,Muscat Dock,43.76,Yes,1.63,D-501,Sunny,10,25.55,Cancelled,Already modern seem stuff.,6546.52
A-08925,Tugboat,Petrol,2397.78,997.49,2025-01-10,Dubai Port,Abu Dhabi Rig,67.15,No,1.46,D-473,Rainy,1,109.46,Completed,Analysis really hundred single culture.,3500.76
A-08926,Tugboat,Petrol,3454.73,1729.96,2025-01-03,Ras Laffan,Ras Laffan,22.12,Yes,0.6,D-598,Rainy,9,71.85,Delayed,Try both know cultural.,2072.84
A-08927,Supply Ship,Petrol,4595.29,379.94,2024-03-25,Ras Laffan,Doha Bay,36.71,No,1.18,D-310,Windy,2,35.23,Cancelled,Leg none collection beyond.,5422.44
A-08928,Supply Ship,Petrol,2101.27,1212.53,2024-12-04,Abu Dhabi Rig,Dubai Port,71.09,Yes,0.92,D-453,Stormy,6,110.21,Delayed,Skill information by drop close these build.,1933.17
A-08929,Supply Ship,Petrol,1241.49,1741.91,2025-04-11,Muscat Dock,Abu Dhabi Rig,55.6,No,0.95,D-518,Rainy,11,114.22,Cancelled,Character laugh about moment.,1179.42
A-08930,Helicopter,Diesel,4349.1,868.75,2023-10-06,Doha Bay,Ras Laffan,58.54,No,1.06,D-494,Windy,14,52.61,Delayed,Responsibility pattern economic take stand her station.,4610.05
A-08931,Supply Ship,Jet Fuel,891.92,978.58,2025-06-14,Abu Dhabi Rig,Ras Laffan,56.42,No,0.98,D-103,Rainy,2,78.6,Completed,Ago team modern pick movement space.,874.08
A-08932,Truck,Diesel,3194.23,173.22,2024-05-07,Dubai Port,Ras Laffan,37.58,No,1.49,D-105,Stormy,14,52.58,Cancelled,Tonight dark right beat measure probably.,4759.4
A-08933,Tugboat,Petrol,4623.94,93.92,2023-10-28,Doha Bay,Abu Dhabi Rig,31.84,No,0.51,D-394,Sunny,13,92.53,Delayed,Myself better minute protect cup list.,2358.21
A-08934,Supply Ship,Jet Fuel,3404.54,942.73,2024-12-02,Abu Dhabi Rig,Muscat Dock,19.09,No,1.05,D-726,Windy,5,114.79,Cancelled,Suggest first method ahead thank note old identify.,3574.77
A-08935,Supply Ship,Jet Fuel,1058.84,1688.52,2024-07-02,Dubai Port,Abu Dhabi Rig,34.08,No,1.92,D-298,Windy,5,22.79,Completed,Six very leave public community.,2032.97
A-08936,Helicopter,Petrol,846.19,1863.34,2024-04-26,Abu Dhabi Rig,Dubai Port,2.46,Yes,0.89,D-961,Stormy,11,67.09,Completed,Energy half eye prevent stand.,753.11
A-08937,Helicopter,Petrol,1336.3,1320.72,2024-07-29,Dubai Port,Abu Dhabi Rig,7.89,Yes,1.43,D-822,Stormy,11,99.91,Delayed,Owner example will I good.,1910.91
A-08938,Tugboat,Petrol,2017.89,1654.53,2024-12-02,Dubai Port,Ras Laffan,21.4,No,1.34,D-287,Windy,13,88.92,Completed,Serious idea though size job performance.,2703.97
A-08939,Truck,Petrol,879.88,1472.36,2024-12-02,Ras Laffan,Muscat Dock,24.69,No,1.23,D-882,Rainy,9,38.22,Delayed,Choose your dark action.,1082.25
A-08940,Tugboat,Petrol,4009.29,1405.96,2023-08-30,Dubai Port,Muscat Dock,51.23,No,0.68,D-432,Sunny,4,59.22,Completed,Increase network process do probably eye economic.,2726.32
A-08941,Supply Ship,Petrol,1849.47,1540.38,2023-12-30,Abu Dhabi Rig,Dubai Port,13.18,No,1.75,D-464,Rainy,6,66.83,Delayed,Agree but record arrive station local religious.,3236.57
A-08942,Truck,Jet Fuel,4686.83,1015.55,2024-08-08,Doha Bay,Dubai Port,57.5,Yes,1.35,D-574,Stormy,4,94.5,Completed,Call single view their able news resource.,6327.22
A-08943,Truck,Petrol,4228.21,921.3,2024-05-11,Ras Laffan,Doha Bay,57.86,No,1.31,D-944,Stormy,11,65.91,Cancelled,Particularly your life spend.,5538.96
A-08944,Truck,Petrol,4553.21,326.7,2024-11-15,Doha Bay,Doha Bay,42.68,No,1.92,D-235,Rainy,6,51.4,Cancelled,Key upon huge letter head million site.,8742.16
A-08945,Truck,Jet Fuel,1543.01,1689.19,2024-03-28,Muscat Dock,Doha Bay,35.9,Yes,0.62,D-471,Stormy,3,61.5,Completed,Nearly size any across pressure memory evidence.,956.67
A-08946,Tugboat,Diesel,2911.28,98.78,2024-03-17,Doha Bay,Abu Dhabi Rig,34.19,Yes,1.24,D-713,Stormy,4,116.69,Cancelled,Entire wall management.,3609.99
A-08947,Helicopter,Petrol,1675.1,542.21,2023-10-14,Muscat Dock,Muscat Dock,30.86,No,1.56,D-107,Windy,9,24.68,Cancelled,Need trouble into indicate away voice consider nothing.,2613.16
A-08948,Helicopter,Jet Fuel,1359.05,1044.63,2023-10-07,Muscat Dock,Dubai Port,7.29,No,1.7,D-847,Windy,1,53.38,Delayed,Across use actually positive structure.,2310.38
A-08949,Supply Ship,Jet Fuel,3074.73,1943.48,2024-04-30,Ras Laffan,Doha Bay,47.54,No,0.5,D-771,Rainy,7,39.8,Completed,Speak ability appear laugh know move.,1537.36
A-08950,Helicopter,Diesel,4108.18,1574.09,2023-10-28,Doha Bay,Dubai Port,41.99,No,1.52,D-486,Stormy,3,60.05,Completed,Cold popular clearly newspaper anyone listen need.,6244.43
A-08951,Helicopter,Petrol,558.63,743.66,2023-12-28,Dubai Port,Doha Bay,2.12,No,1.93,D-444,Stormy,9,78.58,Delayed,Morning everybody else.,1078.16
A-08952,Helicopter,Petrol,1451.27,1430.76,2023-12-06,Ras Laffan,Abu Dhabi Rig,15.39,No,1.6,D-843,Sunny,12,39.43,Cancelled,Should possible believe finish up.,2322.03
A-08953,Helicopter,Petrol,1105.16,1863.43,2024-02-04,Ras Laffan,Abu Dhabi Rig,31.98,No,1.13,D-441,Stormy,7,62.65,Cancelled,How body kid young watch behavior.,1248.83
A-08954,Supply Ship,Jet Fuel,4011.92,1082.38,2023-11-06,Dubai Port,Ras Laffan,64.99,No,1.81,D-280,Rainy,11,102.79,Delayed,Leave century form benefit general.,7261.58
A-08955,Tugboat,Petrol,4673.52,929.26,2025-05-17,Doha Bay,Dubai Port,71.31,No,1.82,D-458,Sunny,2,84.21,Delayed,Create tell blue.,8505.81
A-08956,Truck,Petrol,491.72,1110.46,2024-07-03,Ras Laffan,Ras Laffan,54.34,No,1.53,D-611,Sunny,11,87.92,Cancelled,Go fire spring go.,752.33
A-08957,Helicopter,Petrol,1958.15,629.94,2024-07-12,Muscat Dock,Abu Dhabi Rig,54.2,No,1.5,D-234,Stormy,5,114.04,Completed,Phone case picture determine professor factor process.,2937.23
